Row	Sample Name	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level(Unit)	Problem Name	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC(Default)	KC Category(Default)	KC(Single-KC)	KC Category(Single-KC)	KC(Unique-step)	KC Category(Unique-step)	School	Class	CF(USERID)	CF(tool_event_time)	CF(tutor_event_time)
1266	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:01.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option1 UpdateMultipleChoice	1	Correct	effective_problem1_option1	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC89		CMU			2010-02-15 17:14:01.669 UTC	2010-02-15 17:14:01.869 UTC
1267	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:02.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option2 UpdateMultipleChoice	1	Correct	effective_problem1_option2	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC63		CMU			2010-02-15 17:14:02.213 UTC	2010-02-15 17:14:02.453 UTC
1268	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:02.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option3 UpdateMultipleChoice	1	Correct	effective_problem1_option3	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC61		CMU			2010-02-15 17:14:02.653 UTC	2010-02-15 17:14:02.848 UTC
1269	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:03.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option4 UpdateMultipleChoice	1	Correct	effective_problem1_option4	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC34		CMU			2010-02-15 17:14:03.061 UTC	2010-02-15 17:14:03.228 UTC
1271	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:05.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option2 UpdateMultipleChoice	1	Correct	effective_problem2_option2	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC39		CMU			2010-02-15 17:14:05.941 UTC	2010-02-15 17:14:06.093 UTC
1270	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:05.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option1 UpdateMultipleChoice	1	Correct	effective_problem2_option1	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC16		CMU			2010-02-15 17:14:05.357 UTC	2010-02-15 17:14:05.595 UTC
1272	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option3 UpdateMultipleChoice	1	Correct	effective_problem2_option3	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC26		CMU			2010-02-15 17:14:06.397 UTC	2010-02-15 17:14:06.632 UTC
1273	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option4 UpdateMultipleChoice	1	Correct	effective_problem2_option4	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC51		CMU			2010-02-15 17:14:06.837 UTC	2010-02-15 17:14:06.998 UTC
1274	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:08.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option1 UpdateMultipleChoice	1	Correct	effective_problem3_option1	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC136		CMU			2010-02-15 17:14:08.885 UTC	2010-02-15 17:14:09.328 UTC
1275	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:09.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option2 UpdateMultipleChoice	1	Correct	effective_problem3_option2	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC109		CMU			2010-02-15 17:14:09.726 UTC	2010-02-15 17:14:09.999 UTC
1277	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:10.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option4 UpdateMultipleChoice	1	Correct	effective_problem3_option4	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC70		CMU			2010-02-15 17:14:10.684 UTC	2010-02-15 17:14:10.911 UTC
1276	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:10.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option3 UpdateMultipleChoice	1	Correct	effective_problem3_option3	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC74		CMU			2010-02-15 17:14:10.132 UTC	2010-02-15 17:14:10.305 UTC
1278	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:12.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option1 UpdateMultipleChoice	1	Correct	eqexp_problem1_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC82		CMU			2010-02-15 17:14:12.900 UTC	2010-02-15 17:14:13.064 UTC
1279	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:13.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option2 UpdateMultipleChoice	1	Correct	eqexp_problem1_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC107		CMU			2010-02-15 17:14:13.652 UTC	2010-02-15 17:14:13.868 UTC
1281	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:14.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option4 UpdateMultipleChoice	1	Correct	eqexp_problem1_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC144		CMU			2010-02-15 17:14:14.756 UTC	2010-02-15 17:14:14.930 UTC
1280	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:14.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option3 UpdateMultipleChoice	1	Correct	eqexp_problem1_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC79		CMU			2010-02-15 17:14:14.252 UTC	2010-02-15 17:14:14.414 UTC
1282	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:15.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option5 UpdateMultipleChoice	1	Correct	eqexp_problem1_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC96		CMU			2010-02-15 17:14:15.228 UTC	2010-02-15 17:14:15.386 UTC
1284	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:17.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option2 UpdateMultipleChoice	1	Correct	eqexp_problem2_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC19		CMU			2010-02-15 17:14:17.940 UTC	2010-02-15 17:14:18.103 UTC
1283	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:17.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option1 UpdateMultipleChoice	1	Correct	eqexp_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC53		CMU			2010-02-15 17:14:17.420 UTC	2010-02-15 17:14:17.635 UTC
1285	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:18.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option3 UpdateMultipleChoice	1	Correct	eqexp_problem2_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC57		CMU			2010-02-15 17:14:18.492 UTC	2010-02-15 17:14:18.673 UTC
1286	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:19.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option4 UpdateMultipleChoice	1	Correct	eqexp_problem2_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC127		CMU			2010-02-15 17:14:19.244 UTC	2010-02-15 17:14:19.405 UTC
1287	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:19.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option5 UpdateMultipleChoice	1	Correct	eqexp_problem2_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC14		CMU			2010-02-15 17:14:19.693 UTC	2010-02-15 17:14:19.873 UTC
1288	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:27.0	US/Eastern	8	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1 UpdateTextField	1	Correct	demonstration_problem1	UpdateTextField	1					unnamed		Single-KC		KC44		CMU			2010-02-15 17:14:27.595 UTC	2010-02-15 17:14:27.791 UTC
1289	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:29.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1_box UpdateTextArea	1	Correct	demonstration_problem1_box	UpdateTextArea	ad					unnamed		Single-KC		KC13		CMU			2010-02-15 17:14:29.379 UTC	2010-02-15 17:14:29.584 UTC
1290	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:30.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2 UpdateTextField	1	Correct	demonstration_problem2	UpdateTextField	1					unnamed		Single-KC		KC52		CMU			2010-02-15 17:14:30.739 UTC	2010-02-15 17:14:30.953 UTC
1291	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:33.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2_box UpdateTextArea	1	Correct	demonstration_problem2_box	UpdateTextArea	ad					unnamed		Single-KC		KC150		CMU			2010-02-15 17:14:33.283 UTC	2010-02-15 17:14:33.477 UTC
1292	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:34.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3 UpdateTextField	1	Correct	demonstration_problem3	UpdateTextField	1					unnamed		Single-KC		KC106		CMU			2010-02-15 17:14:34.555 UTC	2010-02-15 17:14:34.748 UTC
1293	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:37.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3_box UpdateTextArea	1	Correct	demonstration_problem3_box	UpdateTextArea	ad					unnamed		Single-KC		KC77		CMU			2010-02-15 17:14:37.579 UTC	2010-02-15 17:14:37.880 UTC
1294	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:40.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5 UpdateTextField	1	Correct	demonstration_problem5	UpdateTextField	1					unnamed		Single-KC		KC10		CMU			2010-02-15 17:14:40.643 UTC	2010-02-15 17:14:40.850 UTC
1295	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:44.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5_box UpdateTextArea	1	Correct	demonstration_problem5_box	UpdateTextArea	ad					unnamed		Single-KC		KC124		CMU			2010-02-15 17:14:44.994 UTC	2010-02-15 17:14:45.205 UTC
1296	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:46.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4 UpdateTextField	1	Correct	demonstration_problem4	UpdateTextField	1					unnamed		Single-KC		KC24		CMU			2010-02-15 17:14:46.282 UTC	2010-02-15 17:14:46.477 UTC
1297	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:47.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4_box UpdateTextArea	1	Correct	demonstration_problem4_box	UpdateTextArea	ad					unnamed		Single-KC		KC8		CMU			2010-02-15 17:14:47.731 UTC	2010-02-15 17:14:47.958 UTC
1298	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-54324a3a:126d29e5f0b:-8000	2010-02-15 12:14:49.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	Done ButtonPressed	1	Correct	Done	ButtonPressed	-1					unnamed		Single-KC		KC21		CMU			2010-02-15 17:14:49.338 UTC	2010-02-15 17:14:49.543 UTC
1299	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fe15387:126d341609a:-8000	2010-02-15 15:11:07.0	US/Eastern	5	ATTEMPT				Post-Test Version B	BTest																	CMU		XAFaLCVGKab		
1300	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:08.0	US/Eastern	4	ATTEMPT				Pre-Test Version A	ATest																	CMU		HHUIaNPEAI		
1301	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:11.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem1_box UpdateTextField	1	Correct	eq_problem1_box	UpdateTextField	12					unnamed		Single-KC		KC130		CMU			2010-02-15 20:12:11.463 UTC	2010-02-15 20:12:11.655 UTC
1302	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:12.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem2_box UpdateTextField	1	Correct	eq_problem2_box	UpdateTextField	1					unnamed		Single-KC		KC125		CMU			2010-02-15 20:12:12.762 UTC	2010-02-15 20:12:12.951 UTC
1303	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:13.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem3_box UpdateTextField	1	Correct	eq_problem3_box	UpdateTextField	1					unnamed		Single-KC		KC87		CMU			2010-02-15 20:12:13.682 UTC	2010-02-15 20:12:13.838 UTC
1304	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:14.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem4_box UpdateTextField	1	Correct	eq_problem4_box	UpdateTextField	11					unnamed		Single-KC		KC104		CMU			2010-02-15 20:12:14.554 UTC	2010-02-15 20:12:14.744 UTC
1305	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:16.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem5_box UpdateTextField	1	Correct	eq_problem5_box	UpdateTextField	1					unnamed		Single-KC		KC141		CMU			2010-02-15 20:12:16.482 UTC	2010-02-15 20:12:16.687 UTC
1306	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:17.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem6_box UpdateTextField	1	Correct	eq_problem6_box	UpdateTextField	1					unnamed		Single-KC		KC23		CMU			2010-02-15 20:12:17.949 UTC	2010-02-15 20:12:18.248 UTC
1307	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:21.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option1 UpdateMultipleChoice	1	Correct	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC133		CMU			2010-02-15 20:12:21.827 UTC	2010-02-15 20:12:22.055 UTC
1308	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:22.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	1	Correct	LT_problem1_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC37		CMU			2010-02-15 20:12:22.137 UTC	2010-02-15 20:12:22.285 UTC
1309	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:22.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option3 UpdateMultipleChoice	1	Correct	LT_problem1_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC78		CMU			2010-02-15 20:12:22.481 UTC	2010-02-15 20:12:22.633 UTC
1310	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:22.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option4 UpdateMultipleChoice	1	Correct	LT_problem1_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC129		CMU			2010-02-15 20:12:22.833 UTC	2010-02-15 20:12:22.981 UTC
1311	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:23.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option5 UpdateMultipleChoice	1	Correct	LT_problem1_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC59		CMU			2010-02-15 20:12:23.545 UTC	2010-02-15 20:12:23.700 UTC
1312	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:24.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option6 UpdateMultipleChoice	1	Correct	LT_problem1_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC152		CMU			2010-02-15 20:12:24.337 UTC	2010-02-15 20:12:24.529 UTC
1313	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:24.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option7 UpdateMultipleChoice	1	Correct	LT_problem1_option7	UpdateMultipleChoice	True					unnamed		Single-KC		KC81		CMU			2010-02-15 20:12:24.705 UTC	2010-02-15 20:12:24.859 UTC
1314	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:27.0	US/Eastern	1.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option1 UpdateMultipleChoice	1	Correct	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC55		CMU			2010-02-15 20:12:27.105 UTC	2010-02-15 20:12:27.312 UTC
1315	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:27.0	US/Eastern	1.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	1	Correct	LT_problem2_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-15 20:12:27.489 UTC	2010-02-15 20:12:27.643 UTC
1316	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-6b82282a:126d3425262:-8000	2010-02-15 15:12:28.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option3 UpdateMultipleChoice	1	Correct	LT_problem2_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC25		CMU			2010-02-15 20:12:28.113 UTC	2010-02-15 20:12:28.391 UTC
1317	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L6dec8fac:126d8bc578b:-8000	2010-02-16 16:43:31.0	US/Eastern	5	ATTEMPT				Post-Test Version B	BTest																	CMU		HHUIaNPEAI		
1318	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-4ef1fd11:126e78bbf3a:-8000	2010-02-19 13:45:01.0	US/Eastern	21	ATTEMPT				Pre-Test Version A	ATest																	CMU		SMFTaaeHJKBBK		
1319	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:34.0	US/Eastern	4	ATTEMPT				Pre-Test Version A	ATest																	CMU		SMFTaaeHJKBBK		
1320	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:38.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem1_box UpdateTextField	1	Correct	eq_problem1_box	UpdateTextField	1					unnamed		Single-KC		KC130		CMU			2010-02-19 18:46:38.587 UTC	2010-02-19 18:46:38.918 UTC
1321	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:39.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem2_box UpdateTextField	1	Correct	eq_problem2_box	UpdateTextField	2					unnamed		Single-KC		KC125		CMU			2010-02-19 18:46:39.862 UTC	2010-02-19 18:46:40.105 UTC
1322	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:40.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem3_box UpdateTextField	1	Correct	eq_problem3_box	UpdateTextField	3					unnamed		Single-KC		KC87		CMU			2010-02-19 18:46:40.710 UTC	2010-02-19 18:46:40.867 UTC
1323	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:41.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem4_box UpdateTextField	1	Correct	eq_problem4_box	UpdateTextField	4					unnamed		Single-KC		KC104		CMU			2010-02-19 18:46:41.526 UTC	2010-02-19 18:46:42.161 UTC
1324	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:45.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem5_box UpdateTextField	1	Correct	eq_problem5_box	UpdateTextField	5					unnamed		Single-KC		KC141		CMU			2010-02-19 18:46:45.270 UTC	2010-02-19 18:46:45.481 UTC
1325	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:47.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem6_box UpdateTextField	1	Correct	eq_problem6_box	UpdateTextField	6					unnamed		Single-KC		KC23		CMU			2010-02-19 18:46:47.034 UTC	2010-02-19 18:46:47.852 UTC
1326	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:49.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option1 UpdateMultipleChoice	1	Correct	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC133		CMU			2010-02-19 18:46:49.790 UTC	2010-02-19 18:46:50.843 UTC
1327	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:51.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	1	Correct	LT_problem1_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC37		CMU			2010-02-19 18:46:51.228 UTC	2010-02-19 18:46:52.000 UTC
1328	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:52.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option3 UpdateMultipleChoice	1	Correct	LT_problem1_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC78		CMU			2010-02-19 18:46:52.099 UTC	2010-02-19 18:46:52.423 UTC
1329	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:52.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option4 UpdateMultipleChoice	1	Correct	LT_problem1_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC129		CMU			2010-02-19 18:46:52.760 UTC	2010-02-19 18:46:52.936 UTC
1331	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:53.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option6 UpdateMultipleChoice	1	Correct	LT_problem1_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC152		CMU			2010-02-19 18:46:53.453 UTC	2010-02-19 18:46:53.970 UTC
1330	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L3b6e5bfb:126e78d6d51:-8000	2010-02-19 13:46:53.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option5 UpdateMultipleChoice	1	Correct	LT_problem1_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC59		CMU			2010-02-19 18:46:53.078 UTC	2010-02-19 18:46:53.237 UTC
