Problem Name	1	2	3	4	5	6	7	8	9	10	11
%(row3_2.multiplierDivisorCost1-Hint2)%	If you divided the number of tickets by 5 to get from the original number of tickets (20) to the new number of tickets (4), then you should divide the original cost of tickets ($25) by 5 to get to the new cost of tickets.	If you divided the number of months by 2 to get from the original number of months (12) to the new number of months (6), then you should divide the original cost of service ($180) by 2 to get to the new cost of service.	If you multiplied the number of hours by 3 to get from the original number of hours (10) to the new number of hours (30), then you should multiply the cost of the pass for 10 hours ($40) by 3 to get the cost of the pass for 30 hours.	If you multiplied the number of hours by 8 to get from the original number of hours (15) to the new number of hours (120), then you should multiply the money earned for 15 hours ($60) by 8 to get the money earned for 120 hours.	If you divided the number of lollipops by 20 to get from the original number of lollipops (60) to the new number of lollipops (3), then you should divide the cost of 60 lollipops ($20) by 20 to get the cost of 3 lollipops.	If you multiplied the number of soda cans by 2 to get from the original number of soda cans (6) to the new number of soda cans (12), then you should multiply the original cost of soda cans ($2.40) by 2 to get to the new cost of soda cans.	If you multiplied the size of the Fruit-Oh box by 3 to get from the original size of the Fruit-Oh box (16 oz.) to the new size of the Fruit-Oh box (48 oz.), then you should multiply the original cost of the Fruit-Oh box ($2.40) by 3 to get to the new cost of the Fruit-Oh box.	If you divided the number of cookies by 9 to get from the original number of cookies (36) to the new number of cookies (4), then you should divide the cost of 36 cookies ($21.60) by 9 to get the cost of 4 cookies.	If you divided the number of gallons by 9 to get from the original number of gallons (45) to the new number of gallons (5), then you should divide the number of miles 45 gallons gives(90.9) by 9 to get to the number of miles 5 gallons gives.	If you divided the amount of macaroni by 4 to get from the original amount of macaroni (16 oz.) to the new amount of macaroni (4 oz.), then you should divide the original cost of macaroni ($3.20) by 4 to get to the new cost of macaroni.	If you divided the area painted by 10 to get from the original area painted (40 sq. feet) to the new area painted (4 sq. feet), then you should divide the original time required to paint 40 sq. feet (28 mins) by 10 to get the time requires to paint 4 sq. feet.
%(row3_2.multiplierDivisorCost1-Hint3)%	Please enter '5' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '3' in the highlighted field.	Please enter '8' in the highlighted field.	Please enter '20' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '3' in the highlighted field.	Please enter '9' in the highlighted field.	Please enter '9' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '10' in the highlighted field.
%(row3_2.multiplierDivisorCost1-BugMsg)%	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the number of tickets you buy and the cost of the tickets. Look at the row labeled "Tickets" to figure out the correct divisor.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the number of months and the cost of the service. Look at the row labeled "Months" to figure out the correct divisor.	<%=input%> is not the correct multiplier. To keep the problem the same, the multiplier must be the same for the number of hours and the cost of the pass. Look at the row labeled "Hours" to figure out the correct multiplier.	<%=input%> is not the correct multiplier. To keep the problem the same, the multiplier must be the same for the number of hours worked and the money earned. Look at the row labeled "Hours" to figure out the correct multiplier.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the number of lollipops and their cost. Look at the row labeled "Lollipops" to figure out the correct divisor.	<%=input%> is not the correct multiplier. To keep the problem the same, the multiplier must be the same for the number of soda cans you buy and the cost of the soda cans. Look at the row labeled "Soda Cans" to figure out the correct multiplier.	<%=input%> is not the correct multiplier. To keep the problem the same, the multiplier must be the same for the size of the Fruit-Oh box and the cost of it. Look at the row labeled "Size(oz.)" to figure out the correct multiplier.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the number of cookies and their cost. Look at the row labeled "Cookies" to figure out the correct divisor.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the number of gallons and the number of miles it gives. Look at the row labeled "Gallons" to figure out the correct divisor.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the amount of macaroni and the cost of it. Look at the row labeled "Amount(oz.)" to figure out the correct divisor.	<%=input%> is not the correct divisor. To keep the problem the same, the divisor must be the same for the area painted and the time required to paint it. Look at the row labeled "Area(sq. feet)" to figure out the correct divisor.
%(row3_2.totalCost1-RValue)%	5	90	120	480	1	4.80	7.20	2.40	10.1	0.80	2.8
%(row3_2.totalCost1-Hint1)%	The new cost of tickets under Option 2 is the original cost of tickets ($25) divided by the divisor (5)	The new cost of the service for 6 months under Option 2 is the original cost of the service ($180) divided by the divisor (2)	The cost of the pass for 30 hours under Option 2 is the cost of the pass for 10 hours ($40) multiplied by the multiplier (3).	The money earned for 120 hours under Option 2 is the money earned for 15 hours ($60) multiplied by the multiplier (8).	The cost of 3 lollipops under Option 2 is the cost of 60 lollipops ($20) divided by the divisor (20).	The new cost of soda cans under Option 2 is the original cost of soda cans ($2.40) multiplied by the multiplier (2).	The cost of the 48 oz. Fruit-Oh box under Option 2 is the cost of the 16 oz. ($2.40) multiplied by the multiplier (3)	The cost of 4 cookies under Option 2 is the cost of 36 cookies ($21.60) divided by the divisor (9).	The number of miles 5 gallons gives under Option 2 is the number of miles 45 gallons gives (90.9) divided by the divisor (9).	The cost of 4 oz. of macaroni under Option 2 is the cost of 16 oz. ($3.20) divided by the divisor (4)	The time required to paint 4 sq. feet under Option 2 is the time required to paint 40 sq. feet (28 mins) divided by the divisor (10)
%(row3_2.totalCost1-Hint2)%	The new cost of tickets under Option 2 equals 25/5 = 5.	The new cost of the service for 6 months under Option 2 equals 180/2 = 90.	The cost of the pass for 30 hours under Option 2 equals 40*3 = 120	The money earned for 120 hours under Option 2 equals 60*8 = 480	The cost of 3 lollipops under Option 2 equals 20/20 = 1	The new cost of soda cans under Option 2 equals 2.40*2 = 4.80.	The cost of the 48 oz. Fruit-Oh box under Option 2 equals 2.40*3 = 7.20.	The cost of 4 cookies under Option 2 equals 21.60/9 = 2.40	The number of miles 5 gallons gives under Option 2 equals 90.9/9=10.1.	The cost of 4 oz. of macaroni under Option 2 equals 3.20/4 = 0.80.	The time required to paint 4 sq. feet under Option 2 equals 28/10 = 2.8.
%(row3_2.totalCost1-Hint3)%	Please enter '5' in the highlighted field.	Please enter '90' in the highlighted field.	Please enter '120' in the highlighted field.	Please enter '480' in the highlighted field.	Please enter '1' in the highlighted field.	Please enter '4.80' in the highlighted field.	Please enter '7.20' in the highlighted field.	Please enter '2.40' in the highlighted field.	Please enter '10.1' in the highlighted field.	Please enter '0.80' in the highlighted field.	Please enter '2.8' in the highlighted field.
%(row3_2.totalCost1-BugMsg)%	25/5 does not equal <%=input%>	180/2 does not equal <%=input%>	40*3 does not equal <%=input%>	60*8 does not equal <%=input%>	20/20 does not equal <%=input%>	2.40*2 does not equal <%=input%>	2.40*3 does not equal <%=input%>	21.60/9 does not equal <%=input%>	90.9/9 does not equal <%=input%>	3.20/4 does not equal <%=input%>	28/10 does not equal <%=input%>
%(thirdMid2-RValue)%	5	90	120	480	1	4.80	7.20	2.40	10.1	0.80	2.8
%(thirdMid2-Hint1)%	Under Option 2, you have worked out what the cost of 4 tickets will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of service for 6 months will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of the pass for 30 hours will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the money earned for 120 hours of work will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of 3 lollipops will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of 12 soda cans will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of a 48 oz. Fruit-Oh box will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of 4 cookies will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the number of miles 5 gallons will give is. Enter that value in the highlighted field.	Under Option 2, you have worked out what the cost of 4 oz. of macaroni will be. Enter that value in the highlighted field.	Under Option 2, you have worked out what the time required to paint 4 sq. feet will be. Enter that value in the highlighted field.
%(thirdMid2-Hint2)%	You have already worked out that under Option 2 when the number of tickets you buy is 4, the cost of the tickets is $5. Enter '5' in the highlighted field.	You have already worked out that under Option 2 the cost of service for 6 months is $90. Enter '90' in the highlighted field.	You have already worked out that under Option 2 the cost of the pass for 30 hours is $120. Enter '120' in the highlighted field.	You have already worked out that under Option 2 the money earned for 120 hours is $480. Enter '480' in the highlighted field.	You have already worked out that under Option 2 the cost of 3 lollipops is $1. Enter '1' in the highlighted field.	You have already worked out that under Option 2 when the number of soda cans you buy is 12, the cost of the soda cans is $4.80. Enter '4.80' in the highlighted field.	You have already worked out that under Option 2 the cost of the 48 oz. Fruit-Oh box $7.20. Enter '7.20' in the highlighted field.	You have already worked out that under Option 2 the cost of 4 cookies is $2.40. Enter '2.40' in the highlighted field.	You have already worked out that under Option 2 when the number of gallons is 5, the number of miles it gives is 10.1. Enter '10.1' in the highlighted field.	You have already worked out that under Option 2 the cost of 4 oz. of macaroni $0.80. Enter '0.80' in the highlighted field.	You have already worked out that under Option 2 the time required to paint 4 sq. feet is 2.8 minutes. Enter '2.8' in the highlighted field.
%(thirdMid2-BugMsg)%	<%=input%> is not the correct cost of 4 tickets. Look at the row labeled "Cost" in your working to figure out what the cost of 4 tickets will be.	<%=input%> is not the correct cost of service for 6 months. Look at the row labeled "Cost" in your working to figure out what the cost of service for 6 months will be.	<%=input%> is not the correct cost of the pass for 30 hours. Look at the row labeled "Cost" in your working to figure out what the cost of the pass for 30 hours will be.	<%=input%> is not the correct amount of money earned for 120 hours of work. Look at the row labeled "Earnings" in your working to figure out what the money earned for 120 hours of work will be.	<%=input%> is not the correct cost of 3 lollipops. Look at the row labeled "Cost" in your working to figure out what the cost of 3 lollipops will be.	<%=input%> is not the correct cost of 12 soda cans. Look at the row labeled "Cost" in your working to figure out what the cost of 12 soda cans will be.	<%=input%> is not the correct cost of the 48 oz. Fruit-Oh box. Look at the row labeled "Cost" in your working to figure out what the cost of the 48 oz. Fruit-Oh box will be.	<%=input%> is not the correct cost of 4 cookies. Look at the row labeled "Cost" in your working to figure out what the cost of 4 cookies will be.	<%=input%> is not the correct number of miles 5 gallons gives. Look at the row labeled "Miles" in your working to figure out what the mileage of 5 gallons will be.	<%=input%> is not the correct cost of 4 oz. of macaroni. Look at the row labeled "Cost" in your working to figure out what the cost of 4 oz. of macaroni will be.	<%=input%> is not the correct time required to paint 4 sq. feet. Look at the row labeled "Time" in your working to figure out what the time required to paint 4 sq. feet will be.
%(nextButton3_2-Hint1)%	The current "Show Your Work Area" in Option 2 displays the worksheet for 4 tickets. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 6 months. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 30 hours. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 120 hours. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 3 lollipops. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 12 soda cans. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for a 48 oz Fruit-Oh box. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 4 cookies. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 5 gallons. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 4 oz of macaroni. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 2 displays the worksheet for 4 sq. feet. Please Click on the ">>" Button to get to the worksheet for the next problem.
%(nextButton3_2-Hint2)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
%(row4_2.operationTickets1-RValue)%	/	/	/	/	/	/	/	*	/	/	/
%(row4_2.operationTickets1-Hint1)%	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?
%(row4_2.operationTickets1-Hint2)%	Do you need to multiply or divide to get from the original number of tickets (20) to the new number of tickets (1)?	Do you need to multiply or divide to get from the original number of months (12) to the new number of months (1)?	Do you need to multiply or divide to get from the original number of hours (10) to the new number of hours (1)?	Do you need to multiply or divide to get from the original number of hours (15) to the new number of hours (1)?	Do you need to multiply or divide to get from the original number of lollipops (60) to the new number of lollipops (1)?	Do you need to multiply or divide to get from the original number of soda cans (6) to the new number of soda cans (3)?	Do you need to multiply or divide to get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh Boxes (4 oz.)?	Do you need to multiply or divide to get from the original number of cookies (36) to the new number of cookies (144)?	Do you need to multiply or divide to get from the original number of gallons (45) to the new number of gallons (1)?	Do you need to multiply or divide to get from the original amount of macaroni (16 oz) to the new amount of macaroni (1 oz.)?	Do you need to multiply or divide to get from the original area painted (40 sq. feet) to the new area painted (1 sq. foot)?
%(row4_2.operationTickets1-Hint3)%	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.
%(row4_2.operationTickets1-WValue)%	*	*	*	*	*	*	*	/	*	*	*
%(row4_2.operationTickets1-BugMsg)%	1 is less than 20, so you can not use multiplication to get from the original number of tickets (20) to the new number of tickets(1).	1 is less than 12, so you can not use multiplication to get from the original number of months (12) to the new number of months(1).	1 is less than 10, so you can not use multiplication to get from the original number of hours (10) to the new number of hours(1).	1 is less than 15, so you can not use multiplication to get from the original number of hours (15) to the new number of hours(1).	1 is less than 60, so you can not use multiplication to get from the original number of lollipops (60) to the new number of lollipops(1).	3 is less than 6, so you can not use multiplication to get from the original number of soda cans (6) to the new number of soda cans(3).	4 is less than 16, so you can not use multiplication to get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh boxes (4 oz.)	144 is greater than 36, so you can not use division to get from the original number of cookies (36) to the new number of cookies(144).	1 is less than 45, so you can not use multiplication to get from the original number of gallons (45) to the new number of gallons(1).	1 is less than 16, so you can not use multiplication to get from the original amount of macaroni (16 oz.) to the new amount of macaroni(1 oz.).	1 is less than 40, so you can not use multiplication to get from the original area painted (40 sq. feet) to the new area painted(1 sq. foot).
%(row4_2.multiplierDivisorTickets1-RValue)%	20	12	10	15	60	2	4	4	45	16	40
%(row4_2.multiplierDivisorTickets1-Hint1)%	How do you get from the original number of tickets (20) to the new number of tickets (1)? What do you divide by?	How do you get from the original number of months (12) to the new number of months (1)? What do you divide by?	How do you get from the original number of hours (10) to the new number of hours (1)? What do you divide by?	How do you get from the original number of hours (15) to the new number of hours (1)? What do you divide by?	How do you get from the original number of lollipops (60) to the new number of lollipops (1)? What do you divide by?	How do you get from the original number of soda cans (6) to the new number of soda cans (3)? What do you divide by?	How do you get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh boxes (4 oz.)? What do you divide by?	How do you get from the original number of cookies (36) to the new number of cookies (144)? What do you multiply by?	How do you get from the original number of gallons (45) to the new number of gallons (1)? What do you divide by?	How do you get from the original amount of macaroni (16 oz.) to the new amount of macaroni (1 oz.)? What do you divide by?	How do you get from the original area painted (40 sq. feet) to the new area painted (1 sq. foot)? What do you divide by?
%(row4_2.multiplierDivisorTickets1-Hint2)%	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 20?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 12?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 10?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 15?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 60?	You can use multiplication to help you find the divisor. What can you multiply by 3 to get 6?	You can use multiplication to help you find the divisor. What can you multiply by 4 to get 16?	You can use division to help you find the multiplier. The answer to 144/36 will be the multiplier.	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 45?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 16?	You can use multiplication to help you find the divisor. What can you multiply by 1 to get 40?
%(row4_2.multiplierDivisorTickets1-Hint3)%	1*20 = 20, so 20/20 = 1. Your divisor will therefore be 20.	1*12 =12, so 12/12 = 1. Your divisor will therefore be 12.	1*10 = 10, so 10/10 = 1. Your divisor will therefore be 10.	1*15=15, so15/15 = 1. Your divisor will therefore be 15.	1*60=60, so 60/60 = 1. Your divisor will therefore be 60.	3*2=6, so 6/2 = 3. Your divisor will therefore be 2.	4*4=16, so 16/4 = 4. Your divisor will therefore be 4.	144/36 = 4, so 36*4 = 144. Your multiplier will therefore be 4.	1*45 = 45, so 45/45 = 1. Your divisor will therefore be 45.	1*16 = 16, so 16/16 = 1. Your divisor will therefore be 16.	1*40 = 40, so 40/40 = 1. Your divisor will therefore be 40.
%(row4_2.multiplierDivisorTickets1-Hint4)%	Please enter '20' in the highlighted field.	Please enter '12' in the highlighted field.	Please enter '10' in the highlighted field.	Please enter '15' in the highlighted field.	Please enter '60' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '45' in the highlighted field.	Please enter '16' in the highlighted field.	Please enter '40' in the highlighted field.
%(row4_2.multiplierDivisorTickets1-BugMsg)%	20/<%=input%> does not equal 1	12/<%=input%> does not equal 1	10/<%=input%> does not equal 1	15/<%=input%> does not equal 1	60/<%=input%> does not equal 1	6/<%=input%> does not equal 3	16/<%=input%> does not equal 4	36*<%=input%> does not equal 144	45/<%=input%> does not equal 1	16/<%=input%> does not equal 1	40/<%=input%> does not equal 1
%(row4_2.operationCost1-RValue)%	/	/	/	/	/	/	/	*	/	/	/
%(row4_2.operationCost1-Hint1)%	To keep the problem the same, the operator must be the same for the number of tickets you buy and the cost of the tickets. Did you use multiplication or division to find the new number of tickets (1)?	To keep the problem the same, the operator must be the same for the number of months and the cost of the service. Do you use multiplication or division to find the new number of months (1)?	To keep the problem the same, the operator must be the same for the number of hours and the cost of the pass. Do you use multiplication or division to find the new number of hours(1)?	To keep the problem the same, the operator must be the same for the number of hours worked and the money earned. Do you use multiplication or division to find the new number of hours (1)?	To keep the problem the same, the operator must be the same for the number of lollipops and the cost of the lollipops. Do you use multiplication or division to find the new number of lollipops(1)?	To keep the problem the same, the operator must be the same for the number of soda cans and the cost of the soda cans. Do you use multiplication or division to find the new number of soda cans(3)?	To keep the problem the same, the operator must be the same for the size of Fruit-Oh boxes and the cost of the Fruit-Oh boxes. Do you use multiplication or division to find the new size of Fruit-Oh boxes(4 oz.)?	To keep the problem the same, the operator must be the same for the number of cookies you buy and the cost of the cookies. Did you use multiplication or division to find the new number of cookies (144)?	To keep the problem the same, the operator must be the same for the number of gallons and the number of miles it gives. Did you use multiplication or division to find the new number of gallons (1)?	To keep the problem the same, the operator must be the same for the amount of macaroni and the cost of macaroni. Do you use multiplication or division to find the new amount of macaroni (1 oz.)?	To keep the problem the same, the operator must be the same for the area painted and the time required to paint it. Do you use multiplication or division to find the new area painted (1 sq. foot)?
%(row4_2.operationCost1-Hint2)%	If you divided the number of tickets to get from the original number of tickets (20) to the new number of tickets (1), then you should divide to get from the original cost of tickets ($25) to the new cost of tickets.	If you used division to get from the original number of months (12) to the new number of months (1), then you should use division to get from the original cost of the service ($180) to the new cost of the service.	If you used division to get from the original number of hours (10) to the new number of hours (1), then you should use division to get from the cost of the pass for 10 hours ($40) to the cost of the pass for 1 hour.	If you used division to get from the original number of hours (15) to the new number of hours (1), then you should use division to get from the money earned for 15 hours ($60) to the money earned for 1 hour.	If you used division to get from the original number of lollipops (60) to the new number of lollipops (1), then you should use division to get from the cost of 60 lollipops ($20) to the cost of 1 lollipop.	If you used division to get from the original number of soda cans (6) to the new number of soda cans (3), then you should use division to get from the cost of 6 soda cans ($2.40) to the cost of 3 soda cans.	If you used division to get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh boxes (4 oz.), then you should use division to get from the cost of a 16 oz. Fruit-Oh box ($2.40) to the cost of a 4 oz. Fruit-Oh box.	If you multiplied the number of cookies to get from the original number of cookies (36) to the new number of cookies (144), then you should multiply to get from the original cost of cookies ($21.60) to the new cost of cookies.	If you divided the number of gallons to get from the original number of gallons (45) to the new number of gallons (1), then you should divide to get from the number of miles 45 gallons gives (90.9) to the number of miles 1 gallon gives.	If you used division to get from the original amount of macaroni (16 oz.) to the new amount of macaroni (1 oz.), then you should use division to get from the original cost of macaroni ($3.20) to the new cost of macaroni.	If you used division to get from the original area painted (40 sq. feet) to the new area painted (1 sq. foot), then you should use division to get from the original time required to paint 40 sq. feet (28 mins) to the time required to paint 1 sq. foot.
%(row4_2.operationCost1-Hint3)%	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.
%(row4_2.operationCost1-WValue)%	*	*	*	*	*	*	*	/	*	*	*
%(row4_2.operationCost1-BugMsg)%	To keep the problem the same, the operator must be the same for the number of tickets you buy and the cost of the tickets. Look at the row labeled "Tickets" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of months and the cost of the service. Look at the row labeled "Months" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of hours and the cost of the pass. Look at the row labeled "Hours" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of hours worked and the money earned. Look at the row labeled "Hours" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of lollipops and their cost. Look at the row labeled "Lollipops" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of soda cans and their cost. Look at the row labeled "Soda Cans" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the size of Fruit-Oh boxes and their cost. Look at the row labeled "Size(oz.)" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of cookies you buy and the cost of the cookies. Look at the row labeled "Cookies" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the number of gallons and the number of miles it gives. Look at the row labeled "Gallons" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the amount of macaroni and the cost of it. Look at the row labeled "Amount(oz.)" to figure out the correct operator.	To keep the problem the same, the operator must be the same for the area painted and the time required to paint it. Look at the row labeled "Area(sq. feet)" to figure out the correct operator.
%(row4_2.multiplierDivisorCost1-RValue)%	20	12	10	15	60	2	4	4	45	16	40
%(row4_2.multiplierDivisorCost1-Hint1)%	To keep the problem the same, the divisor must be the same for the number of tickets you buy and the cost of the tickets. What is the divisor you used to get from the original number of tickets (20) to the new number of tickets (1)?	To keep the problem the same, the divisor must be the same for the number of months and the cost of the service. What is the divisor you used to get from the original number of months (12) to the new number of months (1)?	To keep the problem the same, the divisor must be the same for the number of hours and the cost of the pass. What is the divisor you used to get from the original number of hours (10) to the new number of hours(1)?	To keep the problem the same, the divisor must be the same for the number of hours worked and the money earned. What is the divisor you used to get from the original number of hours (15) to the new number of hours(1)?	To keep the problem the same, the divisor must be the same for the number of lollipops and their cost. What is the divisor you used to get from the original number of lollipops (60) to the new number of lollipops(1)?	To keep the problem the same, the divisor must be the same for the number of soda cans and their cost. What is the divisor you used to get from the original number of soda cans (6) to the new number of soda cans(3)?	To keep the problem the same, the divisor must be the same for the size of Fruit-Oh boxes and their cost. What is the divisor you used to get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh boxes(4 oz.)?	To keep the problem the same, the multiplier must be the same for the number of cookies you buy and the cost of the cookies. What is the multiplier you used to get from the original number of cookies (36) to the new number of cookies (144)?	To keep the problem the same, the divisor must be the same for the number of gallons and the number of miles it gives. What is the divisor you used to get from the original number of gallons (45) to the new number of gallons (1)?	To keep the problem the same, the divisor must be the same for the amount of macaroni and the cost of it. What is the divisor you used to get from the original amount of macaroni (16 oz.) to the new amount of macaroni (1 oz.)?	To keep the problem the same, the divisor must be the same for the area painted and the time required to paint it. What is the divisor you used to get from the original area painted (40 sq. feet) to the new area painted (1 sq. foot)?
%(row4_2.multiplierDivisorCost1-Hint2)%	If you divided the number of tickets by 20 to get from the original number of tickets (20) to the new number of tickets (1), then you should divide the original cost of tickets ($25) by 20 to get to the new cost of tickets.	If you divided the number of months by 12 to get from the original number of months (12) to the new number of months (1), then you should divide the original cost of service ($180) by 12 to get to the new cost of service.	If you divided the number of hours by 10 to get from the original number of hours (10) to the new number of hours (1), then you should divide the cost of the pass for 10 hours ($40) by 10 to get the cost of the pass for 1 hour.	If you divided the number of hours by 15 to get from the original number of hours (15) to the new number of hours (1), then you should divide the money earned for 15 hours ($60) by 15 to get the money earned for 1 hour.	If you divided the number of lollipops by 60 to get from the original number of lollipops (60) to the new number of lollipops (1), then you should divide the cost of 60 lollipops ($20) by 60 to get the cost of 1 lollipop.	If you divided the number of soda cans by 2 to get from the original number of soda cans (6) to the new number of soda cans (3), then you should divide the cost of 6 soda cans ($2.40) by 2 to get the cost of 3 soda cans.	If you divided the size of Fruit-Oh boxes by 4 to get from the original size of Fruit-Oh boxes (16 oz.) to the new size of Fruit-Oh boxes (4 oz.), then you should divide the cost of a 16 oz. Fruit-Oh box ($2.40) by 4 to get the cost of a 4 oz. Fruit-Oh box.	If you multiplied the number of cookies by 4 to get from the original number of cookies (36) to the new number of cookies (144), then you should multiply the original cost of cookies ($21.60) by 4 to get to the new cost of cookies.	If you divided the number of gallons by 45 to get from the original number of gallons (45) to the new number of gallons (1), then you should divide the number of miles 45 gallons gives(90.9) by 45 to get to the number of miles 1 gallon gives.	If you divided the amount of macaroni by 16 to get from the original amount of macaroni (16 oz.) to the new amount of macaroni (1 oz.), then you should divide the original cost of macaroni ($3.20) by16 to get to the new cost of macaroni.	If you divided the area painted by 40 to get from the original area painted (40 sq. feet) to the new area painted (1 sq. foot), then you should divide the original time required to paint 40 sq. feet (28 mins) by 40 to get the time requires to paint 1 sq. foot.
%(row4_2.multiplierDivisorCost1-Hint3)%	Please enter '20' in the highlighted field.	Please enter '12' in the highlighted field.	Please enter '10' in the highlighted field.	Please enter '15' in the highlighted field.	Please enter '60' in the highlighted field.	Please enter '2' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '4' in the highlighted field.	Please enter '45' in the highlighted field.	Please enter '16' in the highlighted field.	Please enter '40' in the highlighted field.
